ID,sentence1,sentence2,manual_similarity
28,சிறிய மரப்பலகை ஊடாக ஈருருளியை செலுத்துகின்றார்,பையன் ஒருவன் அந்தரத்தில் மிதி வண்டி ஓடுகின்றான்,0.2
29,சிறிய மரப்பலகை ஊடாக ஈருருளியை செலுத்துகின்றார்,துவிச்சக்கரவண்டி பெருந்தெருவில் இருந்து சாய்தளத்தில் ஏறுகின்றது.,0.53334
30,சிறிய மரப்பலகை ஊடாக ஈருருளியை செலுத்துகின்றார்,இது ஒரு மாயையான புகைப்படம்.,0
31,பலகையில் துவிச்சக்கரவண்டியை செலுத்துகிறார்.,பையன் ஒருவன் அந்தரத்தில் மிதி வண்டி ஓடுகின்றான்,0.13334
32,பலகையில் துவிச்சக்கரவண்டியை செலுத்துகிறார்.,துவிச்சக்கரவண்டி பெருந்தெருவில் இருந்து சாய்தளத்தில் ஏறுகின்றது.,0.33334
33,பலகையில் துவிச்சக்கரவண்டியை செலுத்துகிறார்.,இது ஒரு மாயையான புகைப்படம்.,0
34,பையன் ஒருவன் அந்தரத்தில் மிதி வண்டி ஓடுகின்றான்,துவிச்சக்கரவண்டி பெருந்தெருவில் இருந்து சாய்தளத்தில் ஏறுகின்றது.,0.13334
35,பையன் ஒருவன் அந்தரத்தில் மிதி வண்டி ஓடுகின்றான்,இது ஒரு மாயையான புகைப்படம்.,0.13334
36,துவிச்சக்கரவண்டி பெருந்தெருவில் இருந்து சாய்தளத்தில் ஏறுகின்றது.,இது ஒரு மாயையான புகைப்படம்.,0
37,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,புலி மாடடை பின்னால் துரத்துகிறது,0.2
38,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,புலி ஒன்று வேட்டையாடுகின்றது,0.2
39,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,0.33334
40,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,சிறுத்தை குதிரையை துரத்துகின்றது,0.2
41,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,சிங்கம் தன் இரையை துரத்துகின்றது.,1
42,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,குதிரையை சிறுத்தை துரத்துகிறது,0.2
43,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.2
44,காட்டெருமையை சிங்கம் ஒன்று வேட்டையாட துரத்துகிறது,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.2
45,புலி மாடடை பின்னால் துரத்துகிறது,புலி ஒன்று வேட்டையாடுகின்றது,0.8
46,புலி மாடடை பின்னால் துரத்துகிறது,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,0.86666
47,புலி மாடடை பின்னால் துரத்துகிறது,சிறுத்தை குதிரையை துரத்துகின்றது,0.2
48,புலி மாடடை பின்னால் துரத்துகிறது,சிங்கம் தன் இரையை துரத்துகின்றது.,0.2
49,புலி மாடடை பின்னால் துரத்துகிறது,குதிரையை சிறுத்தை துரத்துகிறது,0.2
50,புலி மாடடை பின்னால் துரத்துகிறது,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.8
51,புலி மாடடை பின்னால் துரத்துகிறது,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.93334
52,புலி ஒன்று வேட்டையாடுகின்றது,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,1
53,புலி ஒன்று வேட்டையாடுகின்றது,சிறுத்தை குதிரையை துரத்துகின்றது,0.2
54,புலி ஒன்று வேட்டையாடுகின்றது,சிங்கம் தன் இரையை துரத்துகின்றது.,0.2
55,புலி ஒன்று வேட்டையாடுகின்றது,குதிரையை சிறுத்தை துரத்துகிறது,0.2
56,புலி ஒன்று வேட்டையாடுகின்றது,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.6
57,புலி ஒன்று வேட்டையாடுகின்றது,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.66666
58,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,சிறுத்தை குதிரையை துரத்துகின்றது,0.2
59,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,சிங்கம் தன் இரையை துரத்துகின்றது.,0.2
60,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,குதிரையை சிறுத்தை துரத்துகிறது,0.2
61,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.86666
62,புலி மாட்டை பிடிக்கும் நோக்கத்துடன் துரத்துகின்றது.,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.73334
63,சிறுத்தை குதிரையை துரத்துகின்றது,சிங்கம் தன் இரையை துரத்துகின்றது.,0.2
64,சிறுத்தை குதிரையை துரத்துகின்றது,குதிரையை சிறுத்தை துரத்துகிறது,1
65,சிறுத்தை குதிரையை துரத்துகின்றது,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.26666
66,சிறுத்தை குதிரையை துரத்துகின்றது,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.26666
67,சிங்கம் தன் இரையை துரத்துகின்றது.,குதிரையை சிறுத்தை துரத்துகிறது,0.2
68,சிங்கம் தன் இரையை துரத்துகின்றது.,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.33334
69,சிங்கம் தன் இரையை துரத்துகின்றது.,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.2
70,குதிரையை சிறுத்தை துரத்துகிறது,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,0.26666
71,குதிரையை சிறுத்தை துரத்துகிறது,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.2
72,காளை மாட்டை பிடிப்பதற்காக புலி வீறு கொண்டு பாய்கிறது.,புலி எருமையை வேட்டையாட துரத்துகிறகனது.,0.93334
73,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,1
74,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,ஒருவர் சந்தையில் ஓடுகின்றார்,0.6
75,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,ஒருவர் வீதியில் ஓடுகின்றார்.,0.6
76,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,0.8
77,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,0.73334
78,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,0
79,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0.13334
80,பூக்கடையின் முன்னால் ஒருவர் வேகமாக ஓடுகிறார்,ஓருவர் வேகமாக ஓடுகின்றார்.,0.8
81,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,ஒருவர் சந்தையில் ஓடுகின்றார்,0.33334
82,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,ஒருவர் வீதியில் ஓடுகின்றார்.,0.86666
83,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,0.46666
84,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,0.6
85,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,0
86,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0
87,ஒரு மனிதன் வீதியில் வேகமாக ஓடுகிறான்,ஓருவர் வேகமாக ஓடுகின்றார்.,0.86666
88,ஒருவர் சந்தையில் ஓடுகின்றார்,ஒருவர் வீதியில் ஓடுகின்றார்.,0.2
89,ஒருவர் சந்தையில் ஓடுகின்றார்,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,0.2
90,ஒருவர் சந்தையில் ஓடுகின்றார்,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,0.2
91,ஒருவர் சந்தையில் ஓடுகின்றார்,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,0
92,ஒருவர் சந்தையில் ஓடுகின்றார்,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0
93,ஒருவர் சந்தையில் ஓடுகின்றார்,ஓருவர் வேகமாக ஓடுகின்றார்.,0.6
94,ஒருவர் வீதியில் ஓடுகின்றார்.,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,0.8
95,ஒருவர் வீதியில் ஓடுகின்றார்.,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,1
96,ஒருவர் வீதியில் ஓடுகின்றார்.,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,0
97,ஒருவர் வீதியில் ஓடுகின்றார்.,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0
98,ஒருவர் வீதியில் ஓடுகின்றார்.,ஓருவர் வேகமாக ஓடுகின்றார்.,0.8
99,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,0.2
100,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,0.4
101,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0.53334
102,பூக்கடை வழியாக ஒருவர் ஓடுகின்றார்,ஓருவர் வேகமாக ஓடுகின்றார்.,0.2
103,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,0
104,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0
105,ஒருவர் ஓடிக்கொண்டிருக்கின்றார்.,ஓருவர் வேகமாக ஓடுகின்றார்.,0.8
106,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,0.4
107,பூ கடை ஊடாக நடை பயிட்சி செய்யும் நபர் கடந்து செல்கிறார்,ஓருவர் வேகமாக ஓடுகின்றார்.,0
108,அழகிய பூஞ்செண்டுகள் வீதியோரத்தில் வரிசையாக அடுக்கப்பட்டுள்ளன.,ஓருவர் வேகமாக ஓடுகின்றார்.,0.06666
109,துப்பாக்கியால் ஒருவர் சுடுகிறார்,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,1
110,துப்பாக்கியால் ஒருவர் சுடுகிறார்,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,1
111,துப்பாக்கியால் ஒருவர் சுடுகிறார்,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,0.66666
112,துப்பாக்கியால் ஒருவர் சுடுகிறார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,1
113,துப்பாக்கியால் ஒருவர் சுடுகிறார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,0.93334
114,துப்பாக்கியால் ஒருவர் சுடுகிறார்,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,0.66666
115,துப்பாக்கியால் ஒருவர் சுடுகிறார்,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.6
116,துப்பாக்கியால் ஒருவர் சுடுகிறார்,ஒருவர் சுடுகின்றார்.,0.6
117,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,1
118,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,0.4
119,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,1
120,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,1
121,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,0.46666
122,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.4
123,ஒரு நபர் துப்பாக்கியால் சுடுகின்றார்,ஒருவர் சுடுகின்றார்.,0.6
124,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,0.4
125,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,1
126,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,1
127,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,0.4
128,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.4
129,ஒருவர் துப்பாக்கியால் சுடுகின்றார்,ஒருவர் சுடுகின்றார்.,0.6
130,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,0.66666
131,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,0.66666
132,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,1
133,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.8
134,துப்பாக்கியில் இருந்து குண்டு செல்கின்றது.,ஒருவர் சுடுகின்றார்.,0.53334
135,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,1
136,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,0.4
137,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.4
138,துப்பாக்கியால் ஒருவர் சுடுகின்றார்,ஒருவர் சுடுகின்றார்.,0.6
139,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,0.46666
140,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.46666
141,துப்பாக்கியால் ஒருவர் சுடுகின்றார்.,ஒருவர் சுடுகின்றார்.,0.46666
142,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,0.8
143,துப்பாக்கியில் இருந்து சன்னம் வெளியேருகிறது,ஒருவர் சுடுகின்றார்.,0.6
144,துப்பாக்கியில் இருந்து குண்டு மிக வேகமாக பாய்கிறது.,ஒருவர் சுடுகின்றார்.,0.6
145,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,0
146,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,0
147,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,0.6
148,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,0.4
149,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,0
150,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,0.4
151,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0
152,ஜிம்னாஸ்த்திக் வீராங்கனைகள் சாகசம் புரிகின்றனர்,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0.4
153,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,1
154,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,0
155,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,0
156,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,0
157,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,0.4
158,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0
159,பெண்கள் மகிழ்ச்சியில் துள்ளி குதிக்கின்றார்கள்,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0
160,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,0
161,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,0
162,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,0
163,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,0.4
164,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0
165,பெண்கள் மகிழ்ச்சியில் உள்ளனர்,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0
166,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,0.4
167,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,0.2
168,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,0.8
169,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0
170,ஒரு பெண்ணை எறிந்து விட்டு பிடிப்பதற்காக மற்றைய பெண்கள் கைகளை ஏந்துகின்றனர்.,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0.4
171,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,0.4
172,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,0.26666
173,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0.2
174,விழுகின்ற பெண்ணை நண்பர்கள் தாங்குகின்றார்கள்,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0.8
175,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,0.8
176,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0
177,சிறுவர்கள் நண்பியை எறிந்து விளையாடுகிறார்கள்.,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0.4
178,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,0
179,பெண்கள் அவர்களில் ஒருவரை எறிந்து பிடித்து விளையாடுகின்றனர்,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0.4
180,விளையாட்டு வீராங்கனை மிக உயரப் பாய்ந்து சாதனை படைக்கிறாள்.,ஒருவரை பலர் ஏந்த முயர்சிக்கிறனர்.,0
181,நீச்சல் தடாகத்தில் பூப்பந்தாட்டம் ஆடுகின்றனர்,நீரில் ஒருவர் பூ பந்து விளையாடுகிறார்,1
